period	rank	token	count
post2018	105	evaluate	25
post2018	106	filler	25
post2018	107	concentration	25
post2018	108	japan	25
post2018	109	ionomer	25
post2018	110	could	25
post2018	111	control	25
post2018	112	dc	25
post2018	113	body	25
post2018	114	enamel	25
post2018	115	flexural	25
post2018	116	report	24
post2018	117	line	24
post2018	118	present	24
post2018	119	res	24
post2018	120	polymerization	23
post2018	121	usa	23
post2018	122	e	23
post2018	123	differentiation	23
post2018	124	experimental	23
post2018	125	fea	23
post2018	126	matrix	23
post2018	127	ss	23
post2018	128	oxide	23
post2018	129	collagen	23
post2018	130	accord	23
post2018	131	oral	23
post2018	132	hdpc	23
post2018	133	water	22
post2018	134	proliferation	22
post2018	135	restorative	22
post2018	136	gene	22
post2018	137	apply	22
post2018	138	set	22
post2018	139	speciman	22
post2018	140	radiopacity	21
post2018	141	n	21
post2018	142	model	21
post2018	143	l	21
post2018	144	statistical	21
post2018	145	various	21
post2018	146	demineralized	21
post2018	147	due	20
post2018	148	de	20
post2018	149	loss	20
post2018	150	mineralization	20
post2018	151	calcium	20
post2018	152	table	20
post2018	153	coherence	20
post2018	154	mater	20
post2018	155	well	19
post2018	156	influence	19
post2018	157	observe	19
post2018	158	assay	19
post2018	159	month	19
post2018	160	wt%	19
post2018	161	root	19
post2018	162	sem	19
post2018	163	natural	19
post2018	164	tomography	19
post2018	165	ca	19
post2018	166	significant	18
post2018	167	clinical	18
post2018	168	activity	18
post2018	169	µm	18
post2018	170	lap	18
post2018	171	marker	18
post2018	172	’s	18
post2018	173	°	17
post2018	174	molar	17
post2018	175	signal	17
post2018	176	dspp	17
post2018	177	culture	17
post2018	178	scan	17
post2018	179	method	17
post2018	180	improve	17
post2018	181	sound	17
post2018	182	silicate	17
post2018	183	day	17
post2018	184	ml	17
post2018	185	r	17
post2018	186	size	17
post2018	187	metal	17
post2018	188	addition	17
post2018	189	f	16
post2018	190	k	16
post2018	191	modify	16
post2018	192	reduce	16
post2018	193	review	16
post2018	194	clsm	16
post2018	195	would	16
post2018	196	cross	16
post2018	197	system	16
post2018	198	long	16
post2018	199	tmr	16
post2018	200	induce	16
post2018	201	similar	16
post2018	202	w	16
post2018	203	polymer	16
post2018	204	perform	16
post2018	205	across	15
post2018	206	etch	15
post2018	207	lc	15
post2018	208	standard	15
post2018	209	form	15
post2018	210	assessment	15
post2018	211	rmgic	15
post2018	212	air	15
post2018	213	occur	15
post2018	214	without	15
post2018	215	change	15
post2018	216	tokyo	15
post2018	217	x	14
post2018	218	j.	14
post2018	219	monomer	14
post2018	220	zone	14
post2018	221	tricalcium	14
post2018	222	van	14
post2018	223	cervical	14
post2018	224	np	14
post2018	225	micro	14
post2018	226	thus	14
post2018	227	occlusal	14
post2018	228	endod	14
post2018	229	p5	14
post2018	230	shrinkage	14
post2018	231	intensity	14
post2018	232	white	14
post2018	233	fm	14
post2018	234	principal	14
post2018	235	datum	14
post2018	236	p10	14
post2018	237	failure	14
post2018	238	dark	14
post2018	239	organic	13
post2018	240	holder	13
post2018	241	int	13
post2018	242	sm	13
post2018	243	calculate	13
post2018	244	degree	13
post2018	245	button	13
post2018	246	obtain	13
post2018	247	application	13
post2018	248	dem2	13
post2018	249	process	13
post2018	250	dpp	13
post2018	251	bone	13
post2018	252	adhesion	13
post2018	253	density	13
post2018	254	hema	13
post2018	255	storage	13
post2018	256	affect	13
post2018	257	term	13
post2018	258	element	13
post2018	259	non	13
post2018	260	collares	13
post2018	261	self	12
post2018	262	dentistry	12
post2018	263	agent	12
post2018	264	hdpcs	12
post2018	265	direction	12
post2018	266	along	12
post2018	267	cej	12
post2018	268	ii	12
post2018	269	fuji	12
post2018	270	leitune	12
post2018	271	p>0.05	12
post2018	272	powder	12
post2018	273	promote	12
post2018	274	level	12
post2018	275	previous	12
post2018	276	solvent	12
post2018	277	dsp	12
post2018	278	mean	12
post2018	279	point	12
post2018	280	chang	12
post2018	281	phase	12
post2018	282	allow	12
post2018	283	determine	12
post2018	284	bottom	12
post2018	285	cavity	12
post2018	286	cause	11
post2018	287	major	11
post2018	288	comparison	11
post2018	289	samuel	11
post2018	290	restore	11
post2018	291	university	11
post2018	292	ratio	11
post2018	293	figs	11
post2018	294	fix	11
post2018	295	source	11
post2018	296	follow	11
post2018	297	less	11
post2018	298	biomed	11
post2018	299	m.	11
post2018	300	ldtmr	11
post2018	301	reach	11
post2018	302	correlation	11
post2018	303	sectional	11
post2018	304	assess	11
post2018	305	mix	11
post2018	306	observation	11
post2018	307	clear	11
post2018	308	joint	11
post2018	309	range	11
post2018	310	p1	11
post2018	311	maximum	11
post2018	312	respectively	11
post2018	313	unit	11
post2018	314	ion	11
post2018	315	nm	11
post2018	316	factor	11
post2018	317	actin	11
post2018	318	demonstrate	11
post2018	319	degradation	11
post2018	320	plane	11
post2018	321	thickness	11
post2018	322	release	11
post2018	323	g	11
post2018	324	cut	10
post2018	325	initiation	10
post2018	326	research	10
post2018	327	pcr	10
post2018	328	include	10
post2018	329	measurement	10
post2018	330	assembly	10
post2018	331	real	10
post2018	332	uts	10
post2018	333	dem1	10
post2018	334	et	10
post2018	335	fulcrum	10
post2018	336	suggest	10
post2018	337	examine	10
post2018	338	deviation	10
post2018	339	vertical	10
post2018	340	polarization	10
post2018	341	loading	10
post2018	342	add	10
post2018	343	pattern	10
post2018	344	p15	10
post2018	345	plate	10
post2018	346	red	10
post2018	347	stain	10
post2018	348	cap	10
post2018	349	action	10
post2018	350	part	10
post2018	351	position	10
post2018	352	component	10
post2018	353	cl	10
post2018	354	aggregate	9
post2018	355	author	9
post2018	356	diameter	9
post2018	357	tetric	9
post2018	358	mm2	9
post2018	359	odontoblast	9
post2018	360	mta	9
post2018	361	d.	9
post2018	362	865–873	9
post2018	363	remineralization	9
post2018	364	diamond	9
post2018	365	contain	9
post2018	366	number	9
post2018	367	network	9
post2018	368	type	9
post2018	369	880–888	9
post2018	370	short	9
post2018	371	microstructure	9
post2018	372	produce	9
post2018	373	medium	9
post2018	374	give	9
post2018	375	behavior	9
post2018	376	software	9
post2018	377	biocompatibility	9
post2018	378	viability	9
post2018	379	preparation	9
post2018	380	methacrylate	9
post2018	381	early	9
post2018	382	biofilm	9
post2018	383	profile	9
post2018	384	triangle	9
post2018	385	side	9
post2018	386	laser	9
post2018	387	design	9
post2018	388	conversion	9
post2018	389	pashley	9
post2018	390	block	9
post2018	391	confirm	9
post2018	392	alternative	9
post2018	393	store	9
post2018	394	s.	9
post2018	395	tagami	9
post2018	396	horizontal	9
post2018	397	8)	9
post2018	398	place	9
post2018	399	evoceram	8
post2018	400	derive	8
post2018	401	swept	8
post2018	402	blank	8
post2018	403	analyze	8
post2018	404	therefore	8
post2018	405	blot	8
post2018	406	response	8
post2018	407	treatment	8
post2018	408	hv	8
post2018	409	mixture	8
post2018	410	approximately	8
post2018	411	structure	8
post2018	412	dh	8
post2018	413	provide	8
post2018	414	sci	8
post2018	415	enhance	8
post2018	416	vc	8
post2018	417	relative	8
post2018	418	fact	8
post2018	419	explain	8
post2018	420	science	8
post2018	421	nanoparticle	8
post2018	422	inorganic	8
post2018	423	bonding	8
post2018	424	fluoride	8
post2018	425	h.	8
post2018	426	normal	8
post2018	427	baseline	8
post2018	428	porosity	8
post2018	429	specific	8
post2018	430	among	8
post2018	431	edge	8
post2018	432	department	8
post2018	433	porous	8
post2018	434	substrate	8
post2018	435	bright	8
post2018	436	>	8
post2018	437	relate	8
post2018	438	electron	8
post2018	439	distribute	8
post2018	440	critical	8
post2018	441	appl	8
post2018	442	889–896	8
post2018	443	shanghai	8
post2018	444	via	8
post2018	445	locate	8
post2018	446	scale	8
post2018	447	finite	8
post2018	448	select	8
post2018	449	ability	8
post2018	450	homogenously	8
post2018	451	digital	8
post2018	452	manufacturer	8
post2018	453	rate	7
post2018	454	linear	7
post2018	455	jig	7
post2018	456	garcia	7
post2018	457	medicine	7
post2018	458	radiopaque	7
post2018	459	materials	7
post2018	460	entire	7
post2018	461	cp	7
post2018	462	support	7
post2018	463	characterization	7
post2018	464	bio	7
post2018	465	phosphate	7
post2018	466	microscopy	7
post2018	467	make	7
post2018	468	shimada	7
post2018	469	way	7
post2018	470	effects	7
post2018	471	wire	7
post2018	472	sensitive	7
post2018	473	nominal	7
post2018	474	stem	7
post2018	475	897–903	7
post2018	476	beta	7
post2018	477	regulate	7
post2018	478	health	7
post2018	479	limitation	7
post2018	480	order	7
post2018	481	dmem	7
post2018	482	remain	7
post2018	483	progression	7
post2018	484	correlate	7
post2018	485	center	7
post2018	486	ocn	7
post2018	487	trioxide	7
post2018	488	reduction	7
post2018	489	involve	7
post2018	490	expose	7
post2018	491	besides	7
post2018	492	floor	7
post2018	493	examination	7
post2018	494	elastic	7
post2018	495	compressive	7
post2018	496	incubation	7
post2018	497	ld2octdry	7
post2018	498	subject	7
post2018	499	small	7
post2018	500	good	7
post2018	501	conventional	7
post2018	502	within	7
post2018	503	wang	7
post2018	504	biol	7
post2018	505	p	7
post2018	506	microtensile	7
post2018	507	shape	7
post2018	508	pull	7
post2018	509	incubate	7
post2018	510	new	7
post2018	511	appear	7
post2018	512	western	7
post2018	513	col-1	7
post2018	514	laboratory	7
post2018	515	biomater	7
post2018	516	speed	7
post2018	517	chemical	7
post2018	518	bar	7
post2018	519	total	7
post2018	520	device	7
post2018	521	odontogenic	7
post2018	522	demineralize	7
post2018	523	cultured	7
post2018	524	y.	7
post2018	525	indicate	7
post2018	526	biomaterial	7
post2018	527	solution	7
post2018	528	ftir	7
post2018	529	moreover	7
post2018	530	function	7
post2018	531	deformation	6
post2018	532	structural	6
post2018	533	874–879	6
post2018	534	aa	6
post2018	535	magnification	6
post2018	536	n=50	6
post2018	537	composition	6
post2018	538	region	6
post2018	539	gc	6
post2018	540	eng	6
post2018	541	osteogenic	6
post2018	542	quantitative	6
post2018	543	alkaline	6
post2018	544	soften	6
post2018	545	al	6
post2018	546	lee	6
post2018	547	prepare	6
post2018	548	premolar	6
post2018	549	mandibular	6
post2018	550	extracellular	6
post2018	551	mg	6
post2018	552	figure	6
post2018	553	experiment	6
post2018	554	semi	6
post2018	555	hand	6
post2018	556	photo	6
post2018	557	crystal	6
post2018	558	il	6
post2018	559	dej	6
post2018	560	ld1octwet	6
post2018	561	variable	6
post2018	562	ld1octdry	6
post2018	563	film	6
post2018	564	intact	6
post2018	565	commercial	6
post2018	566	consider	6
post2018	567	sumi	6
post2018	568	sadr	6
post2018	569	methods	6
post2018	570	strong	6
post2018	571	dem2dry	6
post2018	572	initial	6
post2018	573	physical	6
post2018	574	contribute	6
post2018	575	letter	6
post2018	576	exposure	6
post2018	577	modulus	6
post2018	578	become	6
post2018	579	free	6
post2018	580	although	6
post2018	581	rather	6
post2018	582	homogeneous	6
post2018	583	available	6
post2018	584	thick	6
post2018	585	a.	6
post2018	586	find	6
post2018	587	rm	6
post2018	588	cover	6
post2018	589	competition	6
post2018	590	hospital	6
post2018	591	compromise	6
post2018	592	average	6
post2018	593	10×5	6
post2018	594	jm	6
post2018	595	evaluation	6
post2018	596	clearly	6
post2018	597	configuration	6
post2018	598	equivalent	6
post2018	599	orthodontic	6
post2018	600	ad	6
post2018	601	propose	6
post2018	602	vital	6
post2018	603	role	6
post2018	604	fried	6
post2018	605	darling	6
post2018	606	acta	6
post2018	607	kim	6
post2018	608	procedure	6
post2018	609	deposit	6
post2018	610	polysalt	6
post2018	611	france	6
post2018	612	extended	6
post2018	613	i.e.	6
post2018	614	nodule	6
post2018	615	mrna	6
post2018	616	label	6
post2018	617	fill	6
post2018	618	resolution	6
post2018	619	ogliari	6
post2018	620	mail	6
post2018	621	cylinder	6
post2018	622	adhes	6
post2018	623	t.	6
post2018	624	rinse	6
post2018	625	bioactivity	6
post2018	626	possess	6
post2018	627	hydroxide	6
post2018	628	create	5
post2018	629	mf	5
post2018	630	direct	5
post2018	631	usually	5
post2018	632	hard	5
post2018	633	u	5
post2018	634	khn2	5
post2018	635	osteoblast	5
post2018	636	liu	5
post2018	637	incorporation	5
post2018	638	closely	5
post2018	639	approximate	5
post2018	640	introduction	5
post2018	641	corner	5
post2018	642	spot	5
post2018	643	characteristic	5
post2018	644	remove	5
post2018	645	start	5
post2018	646	dimensional	5
post2018	647	n.	5
post2018	648	top	5
post2018	649	school	5
post2018	650	technology	5
post2018	651	solid	5
post2018	652	width	5
post2018	653	pixel	5
post2018	654	machine	5
post2018	655	ray	5
post2018	656	ld2octwet	5
post2018	657	vol.%	5
post2018	658	representative	5
post2018	659	dem1dry	5
post2018	660	fibril	5
post2018	661	grip	5
post2018	662	might	5
post2018	663	artificial	5
post2018	664	depend	5
post2018	665	chamber	5
post2018	666	class	5
post2018	667	investigation	5
post2018	668	sensitivity	5
post2018	669	endodontic	5
post2018	670	local	5
post2018	671	correspond	5
post2018	672	purpose	5
post2018	673	ps	5
post2018	674	national	5
post2018	675	visual	5
post2018	676	develop	5
post2018	677	coat	5
post2018	678	per	5
post2018	679	microscope	5
post2018	680	mineralize	5
post2018	681	opt	5
post2018	682	caries	5
post2018	683	development	5
post2018	684	fa	5
post2018	685	transfer	5
post2018	686	dmj/2017	5
post2018	687	jst.jstage	5
post2018	688	performance	5
post2018	689	china	5
post2018	690	zhu	5
post2018	691	cck-8	5
post2018	692	key	5
post2018	693	dmj.2017	5
post2018	694	doi:10.4012	5
post2018	695	dec	5
post2018	696	accepted	5
post2018	697	joi	5
post2018	698	dentine	5
post2018	699	pure	5
post2018	700	mold	5
post2018	701	aim	5
post2018	702	k.	5
post2018	703	gold	5
post2018	704	thin	5
post2018	705	microstructural	5
post2018	706	gel	5
post2018	707	ethanol	5
post2018	708	step	5
post2018	709	period	5
post2018	710	germany	5
post2018	711	room	5
post2018	712	mechanism	5
post2018	713	silicon	5
post2018	714	jl	5
post2018	715	align	5
post2018	716	stage	5
post2018	717	describe	5
post2018	718	steel	5
post2018	719	receive	5
post2018	720	physicochemical	5
post2018	721	stimulate	5
post2018	722	alizarin	5
post2018	723	buffer	5
post2018	724	instruction	5
post2018	725	parameter	5
post2018	726	since	5
post2018	727	minimize	5
post2018	728	tension	5
post2018	729	act	5
post2018	730	zhang	5
post2018	731	carvalho	5
post2018	732	braz	5
post2018	733	marshall	5
post2018	734	reflect	5
post2018	735	cementum	5
post2018	736	synthesis	5
post2018	737	stimulation	5
post2018	738	capping	5
post2018	739	staining	5
post2018	740	compound	5
post2018	741	finally	5
post2018	742	anova	5
post2018	743	embed	5
post2018	744	imaging	5
post2018	745	chain	5
post2018	746	despite	5
post2018	747	b.	5
post2018	748	med	5
post2018	749	avoid	5
post2018	750	view	5
post2018	751	either	5
post2018	752	gibco	5
post2018	753	phosphatase	5
post2018	754	β	5
post2018	755	investigate	5
post2018	756	likely	5
post2018	757	literature	5
post2018	758	macro	5
post2018	759	expect	5
post2018	760	keyword	5
post2018	761	diffraction	5
post2018	762	niobium	5
post2018	763	uniform	5
post2018	764	loop	5
post2018	765	xy	5
post2018	766	furthermore	5
post2018	767	aj	5
post2018	768	corresponding	5
post2018	769	journal	5
post2018	770	khn1	5
post2018	771	height	5
post2018	772	biological	5
post2018	773	scattering	5
post2018	774	μm	5
post2018	775	detect	5
post2018	776	detection	5
post2018	777	carious	5
post2018	778	bacterial	5
post2018	779	takimi	4
post2018	780	immersion	4
post2018	781	lima	4
post2018	782	statistically	4
post2018	783	shimadzu	4
post2018	784	l.	4
post2018	785	cm−1	4
post2018	786	sealer	4
post2018	787	suzuki	4
post2018	788	hh	4
post2018	789	initiate	4
post2018	790	optional	4
post2018	791	g.	4
post2018	792	rr	4
post2018	793	predict	4
post2018	794	interest	4
post2018	795	absorbance	4
post2018	796	oper	4
post2018	797	regulation	4
post2018	798	issue	4
post2018	799	hw	4
post2018	800	ferracane	4
post2018	801	rs	4
post2018	802	dense	4
post2018	803	li	4
post2018	804	significance	4
post2018	805	sputter	4
post2018	806	polyhema	4
post2018	807	mobility	4
post2018	808	means	4
post2018	809	null	4
post2018	810	aluminium	4
post2018	811	phenomenon	4
post2018	812	know	4
post2018	813	close	4
post2018	814	mesenchymal	4
post2018	815	primer	4
post2018	816	signaling	4
post2018	817	concentrate	4
post2018	818	deep	4
post2018	819	near	4
post2018	820	angle	4
post2018	821	situation	4
post2018	822	hold	4
post2018	823	technique	4
post2018	824	relatively	4
post2018	825	yield	4
post2018	826	conclusion	4
post2018	827	activate	4
post2018	828	olympus	4
post2018	829	hydrolytic	4
post2018	830	hardness	4
post2018	831	irradiation	4
post2018	832	site	4
post2018	833	hf	4
post2018	834	corroborate	4
post2018	835	grit	4
post2018	836	=	4
post2018	837	mode	4
post2018	838	fracture	4
post2018	839	disc	4
post2018	840	temperature	4
post2018	841	conduct	4
post2018	842	kit	4
post2018	843	must	4
post2018	844	jr	4
post2018	845	permanent	4
post2018	846	reis	4
post2018	847	sieve	4
post2018	848	junction	4
post2018	849	tubule	4
post2018	850	potential	4
post2018	851	lysis	4
post2018	852	therapy	4
post2018	853	crack	4
post2018	854	encapsulate	4
post2018	855	mastication	4
post2018	856	poisson	4
post2018	857	wall	4
post2018	858	increment	4
post2018	859	discussion	4
post2018	860	dg	4
post2018	861	kv	4
post2018	862	microradiography	4
post2018	863	hydration	4
post2018	864	treat	4
post2018	865	dish	4
post2018	866	color	4
post2018	867	contact	4
post2018	868	aluminate	4
post2018	869	patient	4
post2018	870	section	4
post2018	871	large	4
post2018	872	watanabe	4
post2018	873	single	4
post2018	874	bridge	4
post2018	875	excellent	4
post2018	876	secondary	4
post2018	877	surgery	4
post2018	878	chung	4
post2018	879	external	4
post2018	880	yang	4
post2018	881	fixture	4
post2018	882	ceramics	4
post2018	883	associate	4
post2018	884	dicalcium	4
post2018	885	mount	4
post2018	886	member	4
post2018	887	content	4
post2018	888	rad	4
post2018	889	work	4
post2018	890	biomechanical	4
post2018	891	adapt	4
post2018	892	extraction	4
post2018	893	polish	4
post2018	894	half	4
post2018	895	arch	4
post2018	896	grant	4
post2018	897	structurally	4
post2018	898	poor	4
post2018	899	around	4
post2018	900	±4–8	4
post2018	901	lead	4
post2018	902	dentinal	4
post2018	903	matin	4
post2018	904	vertically	4
post2018	905	turn	4
post2018	906	setting	4
post2018	907	define	4
post2018	908	hydroxyethyl	4
post2018	909	hydroxyapatite	4
post2018	910	nondestructive	4
post2018	911	distinct	4
post2018	912	incorporate	4
post2018	913	previously	4
post2018	914	attach	4
post2018	915	dehydration	4
post2018	916	hypothesis	4
post2018	917	drying	4
post2018	918	possible	4
post2018	919	location	4
post2018	920	integrate	4
post2018	921	i.	4
post2018	922	clin	4
post2018	923	aust	4
post2018	924	implant	4
post2018	925	meerbeek	4
post2018	926	susceptible	4
post2018	927	munck	4
post2018	928	pentoxide	4
post2018	929	agglomerate	4
post2018	930	hot	4
post2018	931	localize	4
post2018	932	knife	4
post2018	933	eur	4
post2018	934	n=5	4
post2018	935	z	4
post2018	936	bioactive	4
post2018	937	formulate	4
post2018	938	seed	4
post2018	939	references	4
post2018	940	je	4
post2018	941	20×	4
post2018	942	general	4
post2018	943	avenue	4
post2018	944	medical	4
post2018	945	formulation	4
post2018	946	titanium	4
post2018	947	capital	3
post2018	948	amount	3
post2018	949	biomimetic	3
post2018	950	arrange	3
post2018	951	br	3
post2018	952	numerous	3
post2018	953	ikeda	3
post2018	954	cluster	3
post2018	955	favor	3
post2018	956	light-	3
post2018	957	continuous	3
post2018	958	polymeric	3
post2018	959	require	3
post2018	960	takara	3
post2018	961	upregulate	3
post2018	962	membrane	3
post2018	963	marrow	3
post2018	964	polymerase	3
post2018	965	beyond	3
post2018	966	softening	3
post2018	967	generally	3
post2018	968	many	3
post2018	969	sano	3
post2018	970	ultimately	3
post2018	971	cj	3
post2018	972	soares	3
post2018	973	tip	3
post2018	974	reason	3
post2018	975	healthy	3
post2018	976	specification	3
post2018	977	iso	3
post2018	978	excite	3
post2018	979	online	3
post2018	980	primary	3
post2018	981	jc	3
post2018	982	grande	3
post2018	983	intraorally	3
post2018	984	margin	3
post2018	985	gic	3
post2018	986	delayed	3
post2018	987	able	3
post2018	988	protocol	3
post2018	989	seem	3
post2018	990	fr	3
post2018	991	case	3
post2018	992	clinically	3
post2018	993	divide	3
post2018	994	morphological	3
post2018	995	huang	3
post2018	996	fail	3
post2018	997	facilitate	3
post2018	998	stretch	3
post2018	999	still	3
post2018	1000	c2	3
post2018	1001	separate	3
post2018	1002	spss	3
post2018	1003	slice	3
post2018	1004	-b	3
post2018	1005	other	3
post2018	1006	away	3
post2018	1007	bergmann	3
post2018	1008	stability	3
post2018	1009	wedge	3
post2018	1010	cm	3
post2018	1011	offset	3
post2018	1012	setup	3
post2018	1013	investigator	3
post2018	1014	whether	3
post2018	1015	effectively	3
post2018	1016	index	3
post2018	1017	refractive	3
post2018	1018	bacteria	3
post2018	1019	see	3
post2018	1020	interval	3
post2018	1021	bur	3
post2018	1022	code	3
post2018	1023	prevent	3
post2018	1024	orientation	3
post2018	1025	grind	3
post2018	1026	dimethacrylate	3
post2018	1027	batch	3
post2018	1028	replicate	3
post2018	1029	distil	3
post2018	1030	hydraulic	3
post2018	1031	diagnosis	3
post2018	1032	main	3
post2018	1033	age	3
post2018	1034	black	3
post2018	1035	scatter	3
post2018	1036	streptococcus	3
post2018	1037	host	3
post2018	1038	dem0	3
post2018	1039	tay	3
post2018	1040	lin	3
post2018	1041	jd	3
post2018	1042	js	3
post2018	1043	edta	3
post2018	1044	martins	3
post2018	1045	stable	3
post2018	1046	ra	3
post2018	1047	superior	3
post2018	1048	xrd	3
post2018	1049	necessary	3
post2018	1050	couple	3
post2018	1051	sep	3
post2018	1052	accurate	3
post2018	1053	alignment	3
post2018	1054	yap	3
post2018	1055	surg	3
post2018	1056	dursun	3
post2018	1057	le	3
post2018	1058	yu	3
post2018	1059	zhou	3
post2018	1060	year	3
post2018	1061	seal	3
post2018	1062	fluid	3
post2018	1063	stomatology	3
post2018	1064	bovine	3
post2018	1065	essential	3
post2018	1066	jiang	3
post2018	1067	breschi	3
post2018	1068	tjaderhane	3
post2018	1069	removal	3
post2018	1070	nakashima	3
post2018	1071	enzyme	3
post2018	1072	ca3sio5	3
post2018	1073	acrylic	3
post2018	1074	engage	3
post2018	1075	upper	3
post2018	1076	consist	3
post2018	1077	ca2sio4	3
post2018	1078	institute	3
post2018	1079	several	3
post2018	1080	lingual	3
post2018	1081	defect	3
post2018	1082	sweep	3
post2018	1083	diffused	3
post2018	1084	cathepsin	3
post2018	1085	dilute	3
post2018	1086	ph	3
post2018	1087	ku	3
post2018	1088	sciences	3
post2018	1089	lloyd	3
post2018	1090	×5,000	3
post2018	1091	sdi	3
post2018	1092	radii	3
post2018	1093	applied	3
post2018	1094	strain	3
post2018	1095	need	3
post2018	1096	pd	3
post2018	1097	compose	3
post2018	1098	mutan	3
post2018	1099	confocal	3
post2018	1100	current	3
post2018	1101	transverse	3
post2018	1102	biophotonics	3
post2018	1103	ed	3
post2018	1104	loguercio	3
post2018	1105	lateral	3
post2018	1106	generate	3
post2018	1107	break	3
post2018	1108	minimum	3
post2018	1109	geometry	3
post2018	1110	serum	3
post2018	1111	spectrometer	3
post2018	1112	deionize	3
post2018	1113	indent	3
post2018	1114	vickers	3
post2018	1115	n=10	3
post2018	1116	power	3
post2018	1117	flat	3
post2018	1118	express	3
post2018	1119	bend	3
post2018	1120	render	3
post2018	1121	precisely	3
post2018	1122	berzins	3
post2018	1123	jeol	3
post2018	1124	jsm	3
post2018	1125	take	3
post2018	1126	manner	3
post2018	1127	bulk	3
post2018	1128	approach	3
post2018	1129	lg	3
post2018	1130	notch	3
post2018	1131	plat	3
post2018	1132	μl	3
post2018	1133	mean±sd	3
post2018	1134	dependent	3
post2018	1135	stir	3
post2018	1136	mol	3
post2018	1137	vpt	3
post2018	1138	reparative	3
post2018	1139	chisel	3
post2018	1140	af	3
post2018	1141	sc	3
post2018	1142	gw	3
post2018	1143	nakamura	3
post2018	1144	promising	3
post2018	1145	peng	3
post2018	1146	rev	3
post2018	1147	metallic	3
post2018	1148	piva	3
post2018	1149	spectra	3
post2018	1150	recurrent	3
post2018	1151	achieve	3
post2018	1152	drop	3
post2018	1153	mine	3
post2018	1154	poitevin	3
post2018	1155	peumans	3
post2018	1156	even	3
post2018	1157	e.	3
post2018	1158	smith	3
post2018	1159	mo	3
post2018	1160	dentinogenesis	3
post2018	1161	trend	3
post2018	1162	pronounce	3
post2018	1163	geraldeli	3
post2018	1164	fe	3
post2018	1165	santos	3
post2018	1166	fillet	3
post2018	1167	spectroscopy	3
post2018	1168	tukey	3
post2018	1169	visible	3
post2018	1170	roberts	3
post2018	1171	hybrid	3
post2018	1172	tsurumi	3
post2018	1173	international	3
post2018	1174	dw	3
post2018	1175	tool	3
post2018	1176	together	3
post2018	1177	plot	3
post2018	1178	consistent	3
post2018	1179	bock	3
post2018	1180	salz	3
post2018	1181	vulnerable	3
post2018	1182	attenuate	3
post2018	1183	double	3
post2018	1184	mh	3
post2018	1185	hydrolysis	3
post2018	1186	zhai	3
post2018	1187	serve	3
post2018	1188	nanometric	3
post2018	1189	spherical	3
post2018	1190	branco	3
post2018	1191	contrary	3
post2018	1192	−5	3
post2018	1193	except	3
post2018	1194	−20	3
post2018	1195	rigidly	3
post2018	1196	exaggeration	3
post2018	1197	variation	3
post2018	1198	vary	3
post2018	1199	canal	3
post2018	1200	jj	3
post2018	1201	carbon	3
post2018	1202	∆khn%	3
post2018	1203	im	3
post2018	1204	exhibit	3
post2018	1205	infrared	3
post2018	1206	sk	3
post2018	1207	gomes	2
post2018	1208	belli	2
post2018	1209	behav	2
post2018	1210	mech	2
post2018	1211	moraes	2
post2018	1212	ivanoff	2
post2018	1213	sofia	2
post2018	1214	faculty	2
post2018	1215	quadrilateral	2
post2018	1216	union	2
post2018	1217	hm	2
post2018	1218	availability	2
post2018	1219	agglomeration	2
post2018	1220	link	2
post2018	1221	column	2
post2018	1222	ingrowth	2
post2018	1223	reactive	2
post2018	1224	kato	2
post2018	1225	heavy	2
post2018	1226	baltec	2
post2018	1227	sdc	2
post2018	1228	stub	2
post2018	1229	silica	2
post2018	1230	bruker	2
post2018	1231	study28	2
post2018	1232	cilas	2
post2018	1233	deposition	2
post2018	1234	enable	2
post2018	1235	distinction	2
post2018	1236	clinician	2
post2018	1237	reliable	2
post2018	1238	modification	2
post2018	1239	trifluoride	2
post2018	1240	ytterbium	2
post2018	1241	federal	2
post2018	1242	±16–20	2
post2018	1243	±12–16	2
post2018	1244	micrometer	2
post2018	1245	median	2
post2018	1246	morphology	2
post2018	1247	alloy	2
post2018	1248	apatite	2
post2018	1249	aubin	2
post2018	1250	rat	2
post2018	1251	castelo	2
post2018	1252	vicente	2
post2018	1253	klein	2
post2018	1254	photoinitiator	2
post2018	1255	sul	2
post2018	1256	rio	2
post2018	1257	tl	2
post2018	1258	ej	2
post2018	1259	prosthet	2
post2018	1260	helpful	2
post2018	1261	disord	2
post2018	1262	nano	2
post2018	1263	burrow	2
post2018	1264	sonoda	2
post2018	1265	masticatory	2
post2018	1266	notwithstanding	2
post2018	1267	shamrani	2
post2018	1268	middle	2
post2018	1269	exert	2
post2018	1270	pressure	2
post2018	1271	yoshikawa	2
post2018	1272	dycal	2
post2018	1273	stojanovska	2
post2018	1274	impossible	2
post2018	1275	impact	2
post2018	1276	help	2
post2018	1277	otherwise	2
post2018	1278	field	2
post2018	1279	insight	2
post2018	1280	realistic	2
post2018	1281	consequently	2
post2018	1282	nguyen	2
post2018	1283	happen	2
post2018	1284	lh	2
post2018	1285	increasingly	2
post2018	1286	sobrinho	2
post2018	1287	consani	2
post2018	1288	conflict	2
post2018	1289	el	2
post2018	1290	craig	2
post2018	1291	rl	2
post2018	1292	march	2
post2018	1293	du	2
post2018	1294	mechanic	2
post2018	1295	kt	2
